Unit,Question,Answer
VISUAL 1 - UNIT 12,"""How many pigs are in the dining room?""","""There are 6 pigs in the dining room."""
VISUAL 1 - UNIT 12,"""What room is it?""","""It is a bedroom."""
VISUAL 1 - UNIT 12,"""How many bedrooms are there in your house?""","""There are [number] bedrooms in my house."""
VISUAL 1 - UNIT 12,"""Where do you sleep?""","""I sleep in the bedroom."""
VISUAL 1 - UNIT 12,"""Where is the cat?""","""The cat is in the bedroom."""
VISUAL 1 - UNIT 12,"""What color is the bedroom?""","""The bedroom is pink."""
VISUAL 1 - UNIT 12,"""Is the bedroom small or big?""","""The bedroom is small / big."""
VISUAL 1 - UNIT 12,"""Is the bedroom clean or dirty?""","""The bedroom is clean / dirty."""
VISUAL 1 - UNIT 12,"""Is it a girl's or a boy's room?""","""It is a girl's / boy's room."""
VISUAL 1 - UNIT 12,"""What room is it?""","""It is a bathroom."""
VISUAL 1 - UNIT 12,"""How many bathrooms are there in your house?""","""There are [number] bathrooms in my house."""
VISUAL 1 - UNIT 12,"""What color is your bathroom?""","""My bathroom is [color]."""
VISUAL 1 - UNIT 12,"""Where is the boy?""","""The boy is in the bathroom."""
VISUAL 1 - UNIT 12,"""Where do you shower?""","""I shower in the bathroom."""
VISUAL 1 - UNIT 12,"""Do you have a bath in your bathroom?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""Do you have a shower in your bathroom?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""Do you have a toilet in your bathroom?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""What room is it?""","""It is a hall."""
VISUAL 1 - UNIT 12,"""Do you have a hall in your house?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""Do you have a mirror in your hall?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""Do you have a shoe cupboard in your hall?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""What room is it?""","""It is a kitchen."""
VISUAL 1 - UNIT 12,"""Do you have a kitchen in your house?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""Where do you cook?""","""I cook in the kitchen."""
VISUAL 1 - UNIT 12,"""What color is your kitchen?""","""My kitchen is [color]."""
VISUAL 1 - UNIT 12,"""Do you have a cooker in your kitchen?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""Do you have a dishwasher in your kitchen?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""Do you have a fridge in your kitchen?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""Who is in the kitchen?""","""A man / A woman is in the kitchen."""
VISUAL 1 - UNIT 12,"""What room is it?""","""It is a garage."""
VISUAL 1 - UNIT 12,"""Do you have a garage in your house?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""Where do you park the car?""","""I park the car in the garage."""
VISUAL 1 - UNIT 12,"""How many cars are there in the garage?""","""There are [number] cars in the garage."""
VISUAL 1 - UNIT 12,"""Is it a big or a small garage?""","""It is a big / small garage."""
VISUAL 1 - UNIT 12,"""Is it a small or a big garage?""","""It is a small / big garage."""
VISUAL 1 - UNIT 12,"""Is it a new or an old garage?""","""It is a new / old garage."""
VISUAL 1 - UNIT 12,"""How many doors can you see in the garage?""","""I can see 3 doors in the garage."""
VISUAL 1 - UNIT 12,"""Is it an open or a closed garage?""","""It is an open / closed garage."""
VISUAL 1 - UNIT 12,"""What is it?""","""It is a garden."""
VISUAL 1 - UNIT 12,"""Do you have a garden in your house?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""Where is the boy?""","""The boy is in the garden."""
VISUAL 1 - UNIT 12,"""What can you see in the garden?""","""I can see flowers in the garden."""
VISUAL 1 - UNIT 12,"""Is it a fruit or a vegetable garden?""","""It is a fruit / vegetable garden."""
VISUAL 1 - UNIT 12,"""What can you see in the garden?""","""I can see carrots / tomatoes in the garden."""
VISUAL 1 - UNIT 12,"""Is it a small or a big garden?""","""It is a small / big garden."""
VISUAL 1 - UNIT 12,"""What room is it?""","""It is a basement."""
VISUAL 1 - UNIT 12,"""Do you have a basement in your house?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""Do you have a washing machine in your basement?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""What is it?""","""It is an attic."""
VISUAL 1 - UNIT 12,"""Do you have an attic in your house?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""Do you have boxes in your attic?""","""Yes, I do / No, I don't."""
VISUAL 1 - UNIT 12,"""Do you have old or new things in your attic?""","""I have old / new things in my attic."""
VISUAL 1 - UNIT 13,"""What is it?""","""It is a bird."""
VISUAL 1 - UNIT 13,"""Do you have a bird?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 13,"""Do you want a bird?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 13,"""What color are the birds?""","""The birds are white."""
VISUAL 1 - UNIT 13,"""How many birds can you see?""","""I can see 7 birds."""
VISUAL 1 - UNIT 13,"""Is it a happy or a sad bird?""","""It is a happy bird."" / ""It is a sad bird."""
VISUAL 1 - UNIT 13,"""Is it a happy or an angry bird?""","""It is a happy bird."" / ""It is an angry bird."""
VISUAL 1 - UNIT 13,"""How many eyes has the bird got?""","""The bird has got 3 eyes."""
VISUAL 1 - UNIT 13,"""Is it a scared or tired bird?""","""It is a scared bird."" / ""It is a tired bird."""
VISUAL 1 - UNIT 13,"""Do birds have wings?""","""Yes, birds have wings."" / ""No, birds do not have wings."""
VISUAL 1 - UNIT 13,"""Are they small or big wings?""","""They are small wings."" / ""They are big wings."""
VISUAL 1 - UNIT 13,"""Do pigs have wings?""","""Yes, pigs have wings."" / ""No, pigs do not have wings."""
VISUAL 1 - UNIT 13,"""What is it?""","""It is a cat."""
VISUAL 1 - UNIT 13,"""Do you have a cat?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 13,"""Do you want a cat?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 13,"""What color is the cat?""","""The cat is orange."""
VISUAL 1 - UNIT 13,"""How many cats can you see?""","""I can see 3 cats."""
VISUAL 1 - UNIT 13,"""Is it a jumping cat or a sleeping cat?""","""It is a jumping cat."" / ""It is a sleeping cat."""
VISUAL 1 - UNIT 13,"""Is it a playing cat or a sleeping cat?""","""It is a playing cat."" / ""It is a sleeping cat."""
VISUAL 1 - UNIT 13,"""Is it a thirsty or hungry cat?""","""It is a thirsty cat."" / ""It is a hungry cat."""
VISUAL 1 - UNIT 13,"""What are they?""","""They are whiskers."""
VISUAL 1 - UNIT 13,"""What color are the whiskers?""","""The whiskers are white."""
VISUAL 1 - UNIT 13,"""Are they long or short whiskers?""","""They are long whiskers."" / ""They are short whiskers."""
VISUAL 1 - UNIT 13,"""How many whiskers are on the cat's face?""","""There are 6 whiskers on the cat's face."""
VISUAL 1 - UNIT 13,"""What is it?""","""It is a tortoise."""
VISUAL 1 - UNIT 13,"""What is it?""","""It is a turtle."""
VISUAL 1 - UNIT 13,"""What can a tortoise/turtle do?""","""A tortoise walks, and a turtle swims."""
VISUAL 1 - UNIT 13,"""Do you have a tortoise/turtle?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 13,"""Do you want a tortoise/turtle?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 13,"""How many tortoises can you see?""","""I can see 3 tortoises."""
VISUAL 1 - UNIT 13,"""How many tortoises can you see?""","""I can see 9 tortoises."""
VISUAL 1 - UNIT 13,"""Is it a standing tortoise or a sitting tortoise?""","""It is a standing tortoise."" / ""It is a sitting tortoise."""
VISUAL 1 - UNIT 13,"""Is it a happy or a sad turtle?""","""It is a happy turtle."" / ""It is a sad turtle."""
VISUAL 1 - UNIT 13,"""What is it?""","""It is a shell."""
VISUAL 1 - UNIT 13,"""What color is the shell?""","""The shell is brown."""
VISUAL 1 - UNIT 13,"""Whose shell is it?""","""It is a tortoise shell."""
VISUAL 1 - UNIT 13,"""Whose shell is it?""","""It is a turtle shell."""
VISUAL 1 - UNIT 13,"""What is it?""","""It is a hamster."""
VISUAL 1 - UNIT 13,"""Do you have a hamster?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 13,"""Do you want a hamster?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 13,"""How many hamsters can you see?""","""I can see 3 hamsters."""
VISUAL 1 - UNIT 13,"""What color is the hamster?""","""The hamster is brown."""
VISUAL 1 - UNIT 13,"""Is it a thirsty or hungry hamster?""","""It is a thirsty hamster."" / ""It is a hungry hamster."""
VISUAL 1 - UNIT 13,"""Is it a standing hamster or a sitting hamster?""","""It is a standing hamster."" / ""It is a sitting hamster."""
VISUAL 1 - UNIT 13,"""Do hamsters run?""","""Yes, hamsters run."" / ""No, hamsters do not run."""
VISUAL 1 - UNIT 13,"""What is it?""","""It is a snake."""
VISUAL 1 - UNIT 13,"""Do you have a snake?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 13,"""Do you want a snake?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 13,"""What color is the snake?""","""The snake is blue."""
VISUAL 1 - UNIT 13,"""Is it a small or a big snake?""","""It is a small snake."" / ""It is a big snake."""
VISUAL 1 - UNIT 13,"""Is it a happy or a sad snake?""","""It is a happy snake."" / ""It is a sad snake."""
VISUAL 1 - UNIT 13,"""Is it a thirsty or hungry snake?""","""It is a thirsty snake."" / ""It is a hungry snake."""
VISUAL 1 - UNIT 13,"""Is it a snake or a dog?""","""It is a snake."" / ""It is a dog."""
VISUAL 1 - UNIT 13,"""What is it?""","""It is a lizard."""
VISUAL 1 - UNIT 13,"""Do you have a lizard?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 13,"""Do you want a lizard?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 13,"""How many lizards can you see?""","""I can see 2 lizards."""
VISUAL 1 - UNIT 13,"""Are they thirsty or hungry lizards?""","""They are thirsty lizards."" / ""They are hungry lizards."""
VISUAL 1 - UNIT 13,"""Is it a thirsty or hungry lizard?""","""It is a thirsty lizard."" / ""It is a hungry lizard."""
VISUAL 1 - UNIT 13,"""Is it a happy or a sad lizard?""","""It is a happy lizard."" / ""It is a sad lizard."""
VISUAL 1 - UNIT 13,"""Do lizards have a short or long tail?""","""Lizards have a short tail."" / ""Lizards have a long tail."""
VISUAL 1 - UNIT 13,"""What is it?""","""It is a rabbit."""
VISUAL 1 - UNIT 13,"""Do you have a rabbit?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 13,"""Do you want a rabbit?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 13,"""How many eyes does the rabbit have?""","""The rabbit has 3 eyes."""
VISUAL 1 - UNIT 13,"""Is it a happy or an angry rabbit?""","""It is a happy rabbit."" / ""It is an angry rabbit."""
VISUAL 1 - UNIT 13,"""Is it a small or a big rabbit?""","""It is a small rabbit."" / ""It is a big rabbit."""
VISUAL 1 - UNIT 13,"""Is it an eating or a drinking rabbit?""","""It is an eating rabbit."" / ""It is a drinking rabbit."""
VISUAL 1 - UNIT 13,"""Does a rabbit have small or big ears?""","""A rabbit has small ears."" / ""A rabbit has big ears."""
VISUAL 1 - UNIT 13,"""What is it?""","""It is a dog."""
VISUAL 1 - UNIT 13,"""Do you have a dog?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 13,"""Do you want a dog?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 13,"""What color is the dog?""","""The dog is red."""
VISUAL 1 - UNIT 13,"""Is it a playing dog or a sleeping dog?""","""It is a playing dog."" / ""It is a sleeping dog."""
VISUAL 1 - UNIT 13,"""Are they playing dogs or sleeping dogs?""","""They are playing dogs."" / ""They are sleeping dogs."""
VISUAL 1 - UNIT 13,"""Is it a happy or an angry dog?""","""It is a happy dog."" / ""It is an angry dog."""
VISUAL 1 - UNIT 13,"""Is it a drinking dog or an eating dog?""","""It is a drinking dog."" / ""It is an eating dog."""
VISUAL 1 - UNIT 13,"""What is it?""","""It is a fish."""
VISUAL 1 - UNIT 13,"""Do you have a fish?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 13,"""Do you want a fish?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 13,"""What color is the fish?""","""The fish is orange."""
VISUAL 1 - UNIT 13,"""How many fish can you see?""","""I can see 10 fish."""
VISUAL 1 - UNIT 13,"""Is it a happy or a sad fish?""","""It is a happy fish."" / ""It is a sad fish."""
VISUAL 1 - UNIT 13,"""Is it a normal or crazy fish?""","""It is a normal fish."" / ""It is a crazy fish."""
VISUAL 1 - UNIT 13,"""Is the fish swimming or sleeping?""","""The fish is swimming."" / ""The fish is sleeping."""
VISUAL 1 - UNIT 13,"""Do you have any pets?""",Interactive content (SWF file)
VISUAL 1 - UNIT 13,"""What is it?""","""It is a spider."""
VISUAL 1 - UNIT 13,"""Do you have a spider?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 13,"""Do you want a spider?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 13,"""What color is the spider?""","""The spider is black."""
VISUAL 1 - UNIT 13,"""Is it a happy or an angry spider?""","""It is a happy spider."" / ""It is an angry spider."""
VISUAL 1 - UNIT 13,"""How many eyes does the spider have?""","""The spider has 10 eyes."""
VISUAL 1 - UNIT 13,"""How many legs does the spider have?""","""The spider has 10 legs."" (Note: This seems incorrect; spiders typically have 8 legs.)"
VISUAL 1 - UNIT 13,"""Is it a happy or a sad spider?""","""It is a happy spider."" / ""It is a sad spider."""
VISUAL 1 - UNIT 13,"""Is it a small or a big spider?""","""It is a small spider."" / ""It is a big spider."""
VISUAL 1 - UNIT 13,"""What is it?""","""It is a cage."""
VISUAL 1 - UNIT 13,"""Do you have a cage in your house?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 13,"""What animal can you see in the cage?""","""I can see a hamster in the cage."""
VISUAL 1 - UNIT 13,"""Is it a small or a big cage?""","""It is a small cage."" / ""It is a big cage."""
VISUAL 1 - UNIT 13,"""What animal can you see in the cage?""","""I can see a bird in the cage."""
VISUAL 1 - UNIT 13,"""What is it?""","""It is a kennel."""
VISUAL 1 - UNIT 13,"""Do you have a kennel in your house?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 13,"""What animal can you see in the kennel?""","""I can see a cat in the kennel."""
VISUAL 1 - UNIT 13,"""What animal can you see in the kennel?""","""I can see a dog in the kennel."""
VISUAL 1 - UNIT 13,"""What is it?""","""It is a fish bowl."""
VISUAL 1 - UNIT 13,"""Do you have a fish bowl in your house?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 13,"""What animal can you see in the fish bowl?""","""I can see a fish."" / ""I can see a dragon."""
VISUAL 1 - UNIT 13,"""What can you see in the fish bowl?""","""I can see a girl and a fish."""
VISUAL 1 - UNIT 13,"""What animal can you see in the fish bowl?""","""I can see a cat and a fish."""
VISUAL 1 - UNIT 13,"""What is it?""","""It is a cat den."""
VISUAL 1 - UNIT 13,"""Do you have a den in your house?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 13,"""What animal can you see in the den?""","""I can see a cat in the den."""
VISUAL 1 - UNIT 13,"""Is it a small or a big den?""","""It is a small den."" / ""It is a big den."""
VISUAL 1 - UNIT 13,"""What is it?""","""It is a fish tank."""
VISUAL 1 - UNIT 13,"""What animal can you see in the tank?""","""I can see a turtle."" / ""I can see a tortoise."""
VISUAL 1 - UNIT 13,"""What animal can you see in the tank?""","""I can see a fish in the tank."""
VISUAL 1 - UNIT 13,"""What can you see in the tank?""","""I can see ants in the tank."""
VISUAL 1 - UNIT 13,"""Is it a small or a big tank?""","""It is a small tank."" / ""It is a big tank."""
VISUAL 1 - UNIT 13,"""Do you have a tank in your room?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 14,"""Where is the cat?""","""The cat is on/in/under/by/next to the ball."""
VISUAL 1 - UNIT 14,"""Where is the cat?""","""The cat is on/in/under/by/next to the box."""
VISUAL 1 - UNIT 14,"""Where is the cat?""","""The cat is on/in/under/by/next to the toilet."""
VISUAL 1 - UNIT 14,"""Where is the girl?""","""The girl is on/in/under/by/next to the hammock."""
VISUAL 1 - UNIT 14,"""Where is the man?""","""The man is on/in/under/by/next to the chair."""
VISUAL 1 - UNIT 14,"""Where is the cat?""","""The cat is on the skateboard."""
VISUAL 1 - UNIT 14,"""Where is the ball?""","""The ball is on/in/under/by/next to the bed."""
VISUAL 1 - UNIT 14,"""Where are the cat and bird?""","""The cat and bird are on/in/under/by/next to the elephant."""
VISUAL 1 - UNIT 14,"""Where are the vegetables?""","""The vegetables are on/in/under/by/next to the basket."""
VISUAL 1 - UNIT 14,"""Where is the girl?""","""The girl is on/in/under/by/next to the house."""
VISUAL 1 - UNIT 14,"""Where is the girl?""","""The girl is on/in/under/by/next to the bath."""
VISUAL 1 - UNIT 14,"""Where is the shopping?""","""The shopping is on/in/under/by/next to the trolley."""
VISUAL 1 - UNIT 14,"""Where is the llama?""","""The llama is on/in/under/by/next to the car."""
VISUAL 1 - UNIT 14,"""Where are the fish?""","""The fish are on/in/under/by/next to the water."""
VISUAL 1 - UNIT 14,"""Where is the boy?""","""The boy is on/in/under/by/next to the taco."""
VISUAL 1 - UNIT 14,"""Where is the cat?""","""The cat is on/in/under/by/next to the table."""
VISUAL 1 - UNIT 14,"""Where is the woman?""","""The woman is on/in/under/by/next to the umbrella."""
VISUAL 1 - UNIT 14,"""Where is the vacuum?""","""The vacuum is on/in/under/by/next to the cat."""
VISUAL 1 - UNIT 14,"""Where is the frog?""","""The frog is on/in/under/by/next to the tree."""
VISUAL 1 - UNIT 14,"""Where is the girl?""","""The girl is on/in/under/by/next to the horse."""
VISUAL 1 - UNIT 14,"""Where is the monster?""","""The monster is on/in/under/by/next to the bed."""
VISUAL 1 - UNIT 14,"""Where are the presents?""","""The presents are on/in/under/by/next to the tree."""
VISUAL 1 - UNIT 14,"""Where is the crocodile?""","""The crocodile is on/in/under/by/next to the animals."""
VISUAL 1 - UNIT 14,"""Where are the babies?""","""The babies are on/in/under/by/next to the mothers."""
VISUAL 1 - UNIT 14,"""Where is the bed?""","""The bed is on/in/under/by/next to the window."""
VISUAL 1 - UNIT 14,"""Where is the monster?""","""The monster is by the flower."""
VISUAL 1 - UNIT 14,"""Where is the boy?""","""The boy is on/in/under/by/next to the mother."""
VISUAL 1 - UNIT 14,"""Where is the purple man?""","""The purple man is on/in/under/by/next to the grey man."""
VISUAL 1 - UNIT 14,"""Where is the white bear?""","""The white bear is on/in/under/by/next to the brown bear."""
VISUAL 1 - UNIT 14,"""Where is the blue blob?""","""The blue blob is on/in/under/by/next to the pink blob."""
VISUAL 1 - UNIT 14,"""Where is the black monster?""","""The black monster is in/on/under/by/next to Spiderman."""
VISUAL 1 - UNIT 14,"""Where is the spider?""","""The spider is by/next to something."""
VISUAL 1 - UNIT 14,"""Where is the bone?""","""The bone is between/in front of/behind the dog."""
VISUAL 1 - UNIT 14,"""Where is the cheese?""","""The cheese is between/in front of/behind the mouse."""
VISUAL 1 - UNIT 14,"""Where is the laptop?""","""The laptop is between/in front of/behind the woman."""
VISUAL 1 - UNIT 14,"""Where is the dog?""","""The dog is between/in front of/behind the girl."""
VISUAL 1 - UNIT 14,"""Where is the food?""","""The food is between/in front of/behind the woman."""
VISUAL 1 - UNIT 14,"""Where is the family?""","""The family is between/in front of/behind the house."""
VISUAL 1 - UNIT 14,"""Where is the board?""","""The board is between/in front of/behind the teacher."""
VISUAL 1 - UNIT 14,"""Where is the baby?""","""The baby is between/in front of/behind the girl."""
VISUAL 1 - UNIT 14,"""Where is the bear?""","""The bear is between/in front of/behind the man."""
VISUAL 1 - UNIT 14,"""Where is the hamburger?""","""The hamburger is between/in front of/behind the cheese."""
VISUAL 1 - UNIT 14,"""Where is the mouse?""","""The mouse is between/in front of/behind the flower pot."""
VISUAL 1 - UNIT 14,"""Where is the toast?""","""The toast is between/in front of/behind the jam."""
VISUAL 1 - UNIT 14,"""Where is the woman?""","""The woman is between/in front of/behind the house."""
VISUAL 1 - UNIT 14,"""Where is the pool?""","""The pool is between/in front of/behind the man."""
VISUAL 1 - UNIT 14,"""Where is the orange monster?""","""The orange monster is between/in front of/behind the boy."""
VISUAL 1 - UNIT 14,"""Where is the woman?""","""The woman is between/in front of/behind the dog."""
VISUAL 1 - UNIT 14,"""Where is the woman?""","""The woman is between/in front of/behind the laptop and the phone."""
VISUAL 1 - UNIT 14,"""Where is the man?""","""The man is between/in front of/behind the blue and the orange car."""
VISUAL 1 - UNIT 14,"""Where is the man?""","""The man is between/in front of/behind the robots."""
VISUAL 1 - UNIT 14,"""Where is the blue spoon?""","""The blue spoon is between/in front of/behind the red fork and the yellow spoon."""
VISUAL 1 - UNIT 14,"""Where is the box?""","""The box is between/in front of/behind the man and the woman."""
VISUAL 1 - UNIT 14,"""Where is the phone?""","""The phone is between/in front of/behind the women."""
VISUAL 1 - UNIT 14,"""Where is the rabbit?""","""The rabbit is between/in front of/behind the fox and the cat."""
VISUAL 1 - UNIT 14,"""Where is the panda?""","""The panda is between/in front of/behind the bear and the polar bears."""
VISUAL 1 - UNIT 15,"""What is it?""","""It is an apple."""
VISUAL 1 - UNIT 15,"""Do you eat apples?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""What apples do you like?""","""I like [specific type of apple, e.g., green apples]."""
VISUAL 1 - UNIT 15,"""How many apples are on the tree?""","""There are 8 apples on the tree."""
VISUAL 1 - UNIT 15,"""Do you like apple soda?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like apple juice?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""What is it?""","""It is an orange."""
VISUAL 1 - UNIT 15,"""What oranges do you like?""","""I like [specific type of orange, e.g., sweet oranges]."""
VISUAL 1 - UNIT 15,"""Do you like orange ice cream?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like orange juice?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like orange chips?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""What are they?""","""They are grapes."""
VISUAL 1 - UNIT 15,"""Do you eat grapes?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""What grapes do you like?""","""I like [specific type of grape, e.g., red grapes]."""
VISUAL 1 - UNIT 15,"""Do you like grape juice?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like grape soda?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like grape Mentos?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""What are they?""","""They are cherries."""
VISUAL 1 - UNIT 15,"""Do you eat cherries?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""What cherries do you like?""","""I like sweet cherries."" / ""I like tart cherries."""
VISUAL 1 - UNIT 15,"""Do you like cherry cake?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like cherry soda?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like cherry syrup?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""What is it?""","""It is a banana."""
VISUAL 1 - UNIT 15,"""Do you eat bananas?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like banana milk?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like banana juice?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like banana chips?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like banana gummies?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""What is it?""","""It is a kiwi fruit."""
VISUAL 1 - UNIT 15,"""Do you eat kiwis?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like kiwi ice cream?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like kiwi piccolo?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like kiwi juice?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like kiwi chips?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""What is it?""","""It is a watermelon."""
VISUAL 1 - UNIT 15,"""Do you eat watermelons?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like watermelon shake?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like watermelon juice?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like grilled watermelon?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like watermelon gummies?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""What is it?""","""It is a pineapple."""
VISUAL 1 - UNIT 15,"""Do you eat pineapples?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like pineapple soda?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like pineapple jam?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like pineapple pizza?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like canned pineapple?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""What are they?""","""They are strawberries."""
VISUAL 1 - UNIT 15,"""Do you eat strawberries?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like strawberry cake?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like strawberry ice cream?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like strawberry jam?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you eat strawberries with chocolate?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""What are they?""","""They are raspberries."""
VISUAL 1 - UNIT 15,"""Do you eat raspberries?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like raspberry brownie?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like raspberry juice?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like raspberry gum?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like raspberry tiramisu?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""What are they?""","""They are pears."""
VISUAL 1 - UNIT 15,"""Do you eat pears?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""What pears do you like?""","""I like [specific type of pear, e.g., green pears]."""
VISUAL 1 - UNIT 15,"""Do you like pear juice?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like pear candy?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""Do you like pear chips?""","""Yes, I do."" / ""No, I don’t."""
VISUAL 1 - UNIT 15,"""What is it?""","""It is a plum."""
