Unit,Question,Answer
VISUAL 4 - UNIT 9,"""Do you prefer a sleeping bag or a blanket?""","""I prefer a sleeping bag."" / ""I prefer a blanket."""
VISUAL 4 - UNIT 9,"""What is it?""","""It is a torch."""
VISUAL 4 - UNIT 9,"""Do you have a torch at home?""","""Yes, I have a torch at home."" / ""No, I do not have a torch at home."""
VISUAL 4 - UNIT 9,"""What type of torch do you have at home?""","""I have a [insert type, e.g., LED torch]."""
VISUAL 4 - UNIT 9,"""Do you have a torch on your phone?""","""Yes, I have a torch on my phone."" / ""No, I do not have a torch on my phone."""
VISUAL 4 - UNIT 9,"""Are they using a normal torch or phone torch?""","""They are using a normal torch."" / ""They are using a phone torch."""
VISUAL 4 - UNIT 9,"""Do you have a torch when you go camping?""","""Yes, I have a torch when I go camping."" / ""No, I do not have a torch when I go camping."""
VISUAL 4 - UNIT 9,"""When do we use a torch?""","""We use a torch at night."""
VISUAL 4 - UNIT 9,"""In which country do they say 'torch' and 'flashlight'?""","""They say 'torch' in the UK and 'flashlight' in the USA."""
VISUAL 4 - UNIT 9,"""What is it?""","""It is a campfire."""
VISUAL 4 - UNIT 9,"""Do you like having campfires?""","""Yes, I like having campfires."" / ""No, I do not like having campfires."""
VISUAL 4 - UNIT 9,"""When do we put a campfire?""","""We put a campfire in the evening."""
VISUAL 4 - UNIT 9,"""Do you have a campfire with your friends?""","""Yes, I have a campfire with my friends."" / ""No, I do not have a campfire with my friends."""
VISUAL 4 - UNIT 9,"""What are they doing?""","""They are sleeping round the campfire."""
VISUAL 4 - UNIT 9,"""How many people are sitting round the campfire?""","""There are [insert number] people sitting round the campfire."""
VISUAL 4 - UNIT 9,"""What are they?""","""They are matches."""
VISUAL 4 - UNIT 9,"""Do you have matches at home?""","""Yes, I have matches at home."" / ""No, I do not have matches at home."""
VISUAL 4 - UNIT 9,"""What is it?""","""It is a lighter."""
VISUAL 4 - UNIT 9,"""Do you have a lighter at home?""","""Yes, I have a lighter at home."" / ""No, I do not have a lighter at home."""
VISUAL 4 - UNIT 9,"""What do you prefer—matches or lighters?""","""I prefer matches."" / ""I prefer lighters."""
VISUAL 4 - UNIT 9,"""What is faster to start a campfire—matches or a lighter?""","""A lighter is faster to start a campfire."""
VISUAL 4 - UNIT 9,"""Do you cook food in the campfire?""","""Yes, I cook food in the campfire."" / ""No, I do not cook food in the campfire."""
VISUAL 4 - UNIT 9,"""Do you cook soup in the campfire?""","""Yes, I cook soup in the campfire."" / ""No, I do not cook soup in the campfire."""
VISUAL 4 - UNIT 9,"""Do you grill marshmallows in the campfire?""","""Yes, I grill marshmallows in the campfire."" / ""No, I do not grill marshmallows in the campfire."""
VISUAL 4 - UNIT 9,"""Do you grill sausages in the campfire?""","""Yes, I grill sausages in the campfire."" / ""No, I do not grill sausages in the campfire."""
VISUAL 4 - UNIT 9,"""Do you roast potatoes in the campfire?""","""Yes, I roast potatoes in the campfire."" / ""No, I do not roast potatoes in the campfire."""
VISUAL 4 - UNIT 9,"""Do you roast s'mores in the campfire?""","""Yes, I roast s'mores in the campfire."" / ""No, I do not roast s'mores in the campfire."""
VISUAL 4 - UNIT 9,"""What is he doing?""","""He is hiking."""
VISUAL 4 - UNIT 9,"""Do you go hiking in the mountains?""","""Yes, I go hiking in the mountains."" / ""No, I do not go hiking in the mountains."""
VISUAL 4 - UNIT 9,"""Do you like hiking?""","""Yes, I like hiking."" / ""No, I do not like hiking."""
VISUAL 4 - UNIT 9,"""Do you go hiking with friends or family?""","""I go hiking with friends."" / ""I go hiking with family."""
VISUAL 4 - UNIT 9,"""Do you go hiking with a backpack?""","""Yes, I go hiking with a backpack."" / ""No, I do not go hiking with a backpack."""
VISUAL 4 - UNIT 9,"""Is it easy or difficult to hike with a backpack?""","""It is easy to hike with a backpack."" / ""It is difficult to hike with a backpack."""
VISUAL 4 - UNIT 9,"""Is hiking interesting or boring?""","""Hiking is interesting."" / ""Hiking is boring."""
VISUAL 4 - UNIT 9,"""Is hiking safe or dangerous?""","""Hiking is safe."" / ""Hiking is dangerous."""
VISUAL 4 - UNIT 9,"""Is he hiking in the summer or winter?""","""He is hiking in the summer."" / ""He is hiking in the winter."""
VISUAL 4 - UNIT 9,"""Where is she hiking?""","""She is hiking in the mountains."""
VISUAL 4 - UNIT 9,"""Where are they hiking?""","""They are hiking in the forest."""
VISUAL 4 - UNIT 9,"""Where are they hiking?""","""They are hiking on the beach."""
VISUAL 4 - UNIT 9,"""What is the cat doing?""","""The cat is fishing."""
VISUAL 4 - UNIT 9,"""Do you go fishing with family or friends?""","""I go fishing with family."" / ""I go fishing with friends."""
VISUAL 4 - UNIT 9,"""Do you like fishing?""","""Yes, I like fishing."" / ""No, I do not like fishing."""
VISUAL 4 - UNIT 9,"""Is fishing interesting or boring?""","""Fishing is interesting."" / ""Fishing is boring."""
VISUAL 4 - UNIT 9,"""Is it real or fake fishing?""","""It is real fishing."" / ""It is fake fishing."""
VISUAL 4 - UNIT 9,"""When is he fishing?""","""He is fishing in the day."" / ""He is fishing at night."""
VISUAL 4 - UNIT 9,"""Where is he fishing?""","""He is fishing in a lake."""
VISUAL 4 - UNIT 9,"""Where is he fishing?""","""He is fishing in a river."""
VISUAL 4 - UNIT 9,"""Where is he fishing?""","""He is fishing in a pond."""
VISUAL 4 - UNIT 9,"""Where is she building her tent?""","""She is building her tent in the pool."""
VISUAL 4 - UNIT 9,"""What is he doing?""","""He is taking photos."""
VISUAL 4 - UNIT 9,"""Do you take photos with a camera or phone?""","""I take photos with a camera."" / ""I take photos with a phone."""
VISUAL 4 - UNIT 9,"""Do you like taking photos?""","""Yes, I like taking photos."" / ""No, I do not like taking photos."""
VISUAL 4 - UNIT 9,"""Do you take photos in your free time?""","""Yes, I take photos in my free time."" / ""No, I do not take photos in my free time."""
VISUAL 4 - UNIT 9,"""Do you prefer taking photos with a phone or camera?""","""I prefer taking photos with a phone."" / ""I prefer taking photos with a camera."""
VISUAL 4 - UNIT 9,"""Are you good at or bad at taking photos?""","""I am good at taking photos."" / ""I am bad at taking photos."""
VISUAL 4 - UNIT 9,"""Do you take photos when camping?""","""Yes, I take photos when camping."" / ""No, I do not take photos when camping."""
VISUAL 4 - UNIT 9,"""Do you take photos with a phone or camera?""","""I take photos with a phone."" / ""I take photos with a camera."""
VISUAL 4 - UNIT 9,"""What is he doing?""","""He is grilling."""
VISUAL 4 - UNIT 9,"""Do you like grilled food?""","""Yes, I like grilled food."" / ""No, I do not like grilled food."""
VISUAL 4 - UNIT 9,"""Do you have a grill at home?""","""Yes, I have a grill at home."" / ""No, I do not have a grill at home."""
VISUAL 4 - UNIT 9,"""What is he grilling?""","""He is grilling meat."""
VISUAL 4 - UNIT 9,"""What is he grilling?""","""He is grilling sausages."""
VISUAL 4 - UNIT 9,"""What is he grilling?""","""He is grilling fish."""
VISUAL 4 - UNIT 9,"""What is he grilling?""","""He is grilling hamburgers."""
VISUAL 4 - UNIT 9,"""What is he grilling?""","""He is grilling chicken."""
VISUAL 4 - UNIT 9,"""What is he grilling?""","""He is grilling osypek cheese."""
VISUAL 4 - UNIT 9,"""What is he grilling?""","""He is grilling vegetables."""
VISUAL 4 - UNIT 9,"""Do you eat grilled watermelon?""","""Yes, I eat grilled watermelon."" / ""No, I do not eat grilled watermelon."""
VISUAL 4 - UNIT 9,"""What are they doing?""","""They are building a tent."""
VISUAL 4 - UNIT 9,"""Can you build a tent?""","""Yes, I can build a tent."" / ""No, I cannot build a tent."""
VISUAL 4 - UNIT 9,"""Is it easy or difficult to build a tent?""","""It is easy to build a tent."" / ""It is difficult to build a tent."""
VISUAL 4 - UNIT 9,"""Is it fun or boring to build a tent?""","""It is fun to build a tent."" / ""It is boring to build a tent."""
VISUAL 4 - UNIT 9,"""Where is he building his tent?""","""He is building his tent in the garden."""
VISUAL 4 - UNIT 9,"""Where is she building her tent?""","""She is building her tent in her room."""
VISUAL 4 - UNIT 9,"""Where is she building her tent?""","""She is building her tent on the beach."""
VISUAL 4 - UNIT 9,"""Where is she building her tent?""","""She is building her tent in the forest."""
VISUAL 4 - UNIT 9,"""What is she doing?""","""She is collecting firewood."""
VISUAL 4 - UNIT 9,"""Do you collect firewood when camping?""","""Yes, I collect firewood when camping."" / ""No, I do not collect firewood when camping."""
VISUAL 4 - UNIT 9,"""Do you like collecting firewood?""","""Yes, I like collecting firewood."" / ""No, I do not like collecting firewood."""
VISUAL 4 - UNIT 9,"""Is it easy or difficult to collect firewood?""","""It is easy to collect firewood."" / ""It is difficult to collect firewood."""
VISUAL 4 - UNIT 9,"""Is it fun or boring to collect firewood?""","""It is fun to collect firewood."" / ""It is boring to collect firewood."""
VISUAL 4 - UNIT 9,"""Where is he collecting firewood?""","""He is collecting firewood in the garden."""
VISUAL 4 - UNIT 9,"""Where is he collecting firewood?""","""He is collecting firewood on the beach."""
VISUAL 4 - UNIT 9,"""Where is he collecting firewood?""","""He is collecting firewood in the forest."""
VISUAL 4 - UNIT 9,"""What is he doing?""","""He is making a fire."""
VISUAL 4 - UNIT 9,"""Do you make campfires when camping?""","""Yes, I make campfires when camping."" / ""No, I do not make campfires when camping."""
VISUAL 4 - UNIT 9,"""Can you make a campfire?""","""Yes, I can make a campfire."" / ""No, I cannot make a campfire."""
VISUAL 4 - UNIT 9,"""Is he making a campfire with matches or a lighter?""","""He is making a campfire with matches."" / ""He is making a campfire with a lighter."""
VISUAL 4 - UNIT 9,"""Is it easy or difficult to make a fire?""","""It is easy to make a fire."" / ""It is difficult to make a fire."""
VISUAL 4 - UNIT 9,"""What are they doing?""","""They are playing music round the campfire."""
VISUAL 4 - UNIT 9,"""Do you dance round the campfire?""","""Yes, I dance round the campfire."" / ""No, I do not dance round the campfire."""
VISUAL 4 - UNIT 9,"""Do you sing round the campfire?""","""Yes, I sing round the campfire."" / ""No, I do not sing round the campfire."""
VISUAL 4 - UNIT 9,"""Do you prefer to play music, sing, or sit round the fire?""","""I prefer to play music."" / ""I prefer to sing."" / ""I prefer to sit round the fire."""
VISUAL 4 - UNIT 9,"""Do you talk round the campfire?""","""Yes, I talk round the campfire."" / ""No, I do not talk round the campfire."""
VISUAL 4 - UNIT 9,"""Can or can't you make noise after 10 PM?""","""You can't make noise after 10 PM."""
VISUAL 4 - UNIT 9,"""Can or can't you play with the campfire?""","""You can't play with the campfire."""
VISUAL 4 - UNIT 9,"""Can or can't you collect firewood?""","""You can collect firewood."""
VISUAL 4 - UNIT 9,"""Can or can't you sing round the campfire?""","""You can sing round the campfire."""
VISUAL 4 - UNIT 9,"""Can or can't you relax at the campsite?""","""You can relax at the campsite."""
VISUAL 4 - UNIT 9,"""Can or can't you hike with no shoes?""","""You can't hike with no shoes."""
VISUAL 4 - UNIT 9,"""Can or can't you feed the animals?""","""You can't feed the animals."""
VISUAL 4 - UNIT 9,"""Can or can't you swim alone in the river?""","""You can't swim alone in the river."""
VISUAL 4 - UNIT 9,"""Can or can't you eat marshmallows?""","""You can eat marshmallows."""
VISUAL 4 - UNIT 9,"""Can or can't you grill food in the campsite?""","""You can grill food in the campsite."""
VISUAL 4 - UNIT 9,"""Can or can't you hike alone?""","""You can't hike alone."""
VISUAL 4 - UNIT 9,"""Can or can't you take photos?""","""You can take photos."""
VISUAL 4 - UNIT 9,"""Can or can't you fish here?""","""You can fish here."""
VISUAL 4 - UNIT 9,"""Can or can't you litter?""","""You can You You You` You You Eat You You You You Cooking Outgoing"
VISUAL 4 - UNIT 9,"""Can or can't you litter?""","""You can't litter."""
VISUAL 4 - UNIT 9,Corrected Question,Corrected Answer
VISUAL 4 - UNIT 10,"""What are the four seasons of the year?""","""The four seasons of the year are spring, summer, autumn, and winter."""
VISUAL 4 - UNIT 10,"""What is your favourite season?""","""My favourite season is [insert season, e.g., spring]."""
VISUAL 4 - UNIT 10,"""Do you prefer cold or hot weather?""","""I prefer cold weather."" / ""I prefer hot weather."""
VISUAL 4 - UNIT 10,"""What season is this?""","""This is spring."""
VISUAL 4 - UNIT 10,"""What season is this?""","""It is spring."""
VISUAL 4 - UNIT 10,"""What season is this?""","""This is summer."""
VISUAL 4 - UNIT 10,"""What season is this?""","""It is summer."""
VISUAL 4 - UNIT 10,"""What season is this?""","""This is autumn."""
VISUAL 4 - UNIT 10,"""What season is this?""","""It is autumn."""
VISUAL 4 - UNIT 10,"""What season is this?""","""This is winter."""
VISUAL 4 - UNIT 10,"""What season is this?""","""It is winter."""
VISUAL 4 - UNIT 10,"""What is this image about?""","""This image is about the seasons of the year."""
VISUAL 4 - UNIT 10,"""What type of weather is this?""","""This is rainy weather."""
VISUAL 4 - UNIT 10,"""Who is standing in the rain?""","""A woman is standing in the rain."""
VISUAL 4 - UNIT 10,"""What is standing in the rain?""","""A flower is standing in the rain."""
VISUAL 4 - UNIT 10,"""What animals can you see in the rain?""","""I can see a cat and a dog in the rain."""
VISUAL 4 - UNIT 10,"""What type of weather is this?""","""This is snowy weather."""
VISUAL 4 - UNIT 10,"""What can you see?""","""I can see snow."""
VISUAL 4 - UNIT 10,"""What is the weather like?""","""The weather is snowy."""
VISUAL 4 - UNIT 10,"""Is the woman standing or sitting in the snow?""","""The woman is standing in the snow."""
VISUAL 4 - UNIT 10,"""Is he riding a bike or a motorbike in the snow?""","""He is riding a bike in the snow."""
VISUAL 4 - UNIT 10,"""What type of weather is this?""","""This is cloudy weather."""
VISUAL 4 - UNIT 10,"""What can you see?""","""I can see a cloud."""
VISUAL 4 - UNIT 10,"""What is the weather like?""","""The weather is cloudy."""
VISUAL 4 - UNIT 10,"""What color are the clouds?""","""The clouds are black."""
VISUAL 4 - UNIT 10,"""Is it a happy or a sad cloud?""","""It is a sad cloud."""
VISUAL 4 - UNIT 10,"""Is the cloud drinking or eating?""","""The cloud is drinking."""
VISUAL 4 - UNIT 10,"""Where is the man?""","""The man is on the cloud."""
VISUAL 4 - UNIT 10,"""What type of weather is this?""","""This is windy weather."""
VISUAL 4 - UNIT 10,"""What can you see?""","""I can see wind."""
VISUAL 4 - UNIT 10,"""What is the weather like?""","""The weather is windy."""
VISUAL 4 - UNIT 10,"""Is it a boar or a ship in the wind?""","""It is a ship in the wind."""
VISUAL 4 - UNIT 10,"""What is standing in the wind?""","""A cat is standing in the wind."""
VISUAL 4 - UNIT 10,"""What type of weather is this?""","""This is foggy weather."""
VISUAL 4 - UNIT 10,"""What is in the fog?""","""There is a car in the fog."""
VISUAL 4 - UNIT 10,"""What is the weather like?""","""The weather is foggy."""
VISUAL 4 - UNIT 10,"""What can you see?""","""I can see fog and a woman."""
VISUAL 4 - UNIT 10,"""What is in the fog?""","""There is a giraffe in the fog."""
VISUAL 4 - UNIT 10,"""What type of weather is this?""","""This is stormy weather."""
VISUAL 4 - UNIT 10,"""What can you see?""","""I can see a storm."""
VISUAL 4 - UNIT 10,"""What is the weather like?""","""The weather is stormy."""
VISUAL 4 - UNIT 10,"""Is it a small or a big storm?""","""It is a big storm."""
VISUAL 4 - UNIT 10,"""Are you scared of storms?""","""Yes, I am scared of storms."" / ""No, I am not scared of storms."""
VISUAL 4 - UNIT 10,"""What type of weather is this?""","""This is sunny weather."""
VISUAL 4 - UNIT 10,"""What can you see?""","""I can see the sun."""
VISUAL 4 - UNIT 10,"""What is the weather like?""","""The weather is sunny."""
VISUAL 4 - UNIT 10,"""Is he sleeping or playing in the sun?""","""He is playing in the sun."""
VISUAL 4 - UNIT 10,"""Is he sitting or standing in the sun?""","""He is sitting in the sun."""
VISUAL 4 - UNIT 10,"""What type of weather is this?""","""This is frosty weather."""
VISUAL 4 - UNIT 10,"""What can you see?""","""I can see frost."""
VISUAL 4 - UNIT 10,"""What is the weather like?""","""The weather is frosty."""
VISUAL 4 - UNIT 10,"""Where is the frost?""","""The frost is on the car window."""
VISUAL 4 - UNIT 10,"""Where is it frosty?""","""It is frosty in the fridge."""
VISUAL 4 - UNIT 10,"""What type of weather is this?""","""This is partly cloudy weather."""
VISUAL 4 - UNIT 10,"""What can you see?""","""I can see a sun and a cloud."""
VISUAL 4 - UNIT 10,"""What is the weather like?""","""The weather is partly cloudy."""
VISUAL 4 - UNIT 10,"""Is it partly cloudy or very cloudy?""","""It is partly cloudy."""
VISUAL 4 - UNIT 10,"""What is the weather like?""","""The weather is [insert description, e.g., sunny]."""
VISUAL 4 - UNIT 10,"""What is it?""","""It is lightning."""
VISUAL 4 - UNIT 10,"""Can you see or hear lightning?""","""I can see lightning."" / ""I can hear thunder."""
VISUAL 4 - UNIT 10,"""Can you see or hear thunder?""","""I can hear thunder."""
VISUAL 4 - UNIT 10,"""Are your pets afraid of thunder and lightning?""","""Yes, my pets are afraid of thunder and lightning."" / ""No, my pets are not afraid."""
VISUAL 4 - UNIT 10,"""Is it safe to play in a thunderstorm?""","""No, it is not safe to play in a thunderstorm."""
VISUAL 4 - UNIT 10,"""Is it safe to fly in a thunderstorm?""","""No, it is not safe to fly in a thunderstorm."""
VISUAL 4 - UNIT 10,"""Are you scared of thunder and lightning?""","""Yes, I am scared of thunder and lightning."" / ""No, I am not scared."""
VISUAL 4 - UNIT 10,"""Where is the thunderstorm?""","""The thunderstorm is in the sea."""
VISUAL 4 - UNIT 10,"""What is this image about?""","""This image is about thunder and lightning."""
VISUAL 4 - UNIT 10,"""What is the temperature like?""","""The temperature is boiling or freezing."""
VISUAL 4 - UNIT 10,"""What is the temperature like?""","""The temperature is boiling."""
VISUAL 4 - UNIT 10,"""Is it boiling or freezing?""","""It is boiling."""
VISUAL 4 - UNIT 10,"""Is the boy boiling or freezing?""","""The boy is boiling."""
VISUAL 4 - UNIT 10,"""Is the man boiling or freezing?""","""The man is freezing."""
VISUAL 4 - UNIT 10,"""Is it boiling or freezing in the desert?""","""It is boiling in the desert."""
VISUAL 4 - UNIT 10,"""Is it boiling or freezing in Antarctica?""","""It is freezing in Antarctica."""
VISUAL 4 - UNIT 10,"""What is the temperature like?""","""The temperature is cold."""
VISUAL 4 - UNIT 10,"""What is the temperature like?""","""The temperature is hot."""
VISUAL 4 - UNIT 10,"""Is it hot or cold in the summer?""","""It is hot in the summer."""
VISUAL 4 - UNIT 10,"""How is the weather?""","""The weather is hot."""
VISUAL 4 - UNIT 10,"""Is the cat hot or cold?""","""The cat is hot."""
VISUAL 4 - UNIT 10,"""Is the man feeling hot or cold?""","""The man is feeling hot."""
VISUAL 4 - UNIT 10,"""Do you prefer hot or cold weather?""","""I prefer hot weather."" / ""I prefer cold weather."""
VISUAL 4 - UNIT 10,"""Is the water hot or cold?""","""The water is hot."""
VISUAL 4 - UNIT 10,"""What is the temperature like?""","""The temperature is cool."""
VISUAL 4 - UNIT 10,"""What is the temperature like?""","""The temperature is warm."""
VISUAL 4 - UNIT 10,"""Is the room cool or warm?""","""The room is cool."""
VISUAL 4 - UNIT 10,"""Is she drinking warm or cool tea?""","""She is drinking warm tea."""
VISUAL 4 - UNIT 10,"""How does the unicorn feel?""","""The unicorn feels warm."""
VISUAL 4 - UNIT 10,"""Is it warm or cool in the autumn?""","""It is cool in the autumn."""
VISUAL 4 - UNIT 10,"""Is the girl feeling cool or warm?""","""The girl is feeling warm."""
VISUAL 4 - UNIT 10,"""What is this image about?""","""This image is about weather and temperature."""
VISUAL 4 - UNIT 10,"""What is it?""","""It is a cave."""
VISUAL 4 - UNIT 10,"""Where is the bear?""","""The bear is in the cave."""
VISUAL 4 - UNIT 10,"""Is it snowing or raining outside the cave?""","""It is snowing outside the cave."""
VISUAL 4 - UNIT 10,"""Is there a cave near your house?""","""Yes, there is a cave near my house."" / ""No, there is no cave near my house."""
VISUAL 4 - UNIT 10,"""What is in the cave?""","""There is a tent in the cave."""
VISUAL 4 - UNIT 10,"""What can you see in the cave?""","""I can see two horses and a woman in the cave."""
VISUAL 4 - UNIT 10,"""Is the wolf sleeping or dancing in the cave?""","""The wolf is sleeping in the cave."""
VISUAL 4 - UNIT 10,"""Where is the dragon?""","""The dragon is in the cave."""
VISUAL 4 - UNIT 10,"""What is this image about?""","""This image is about a cave in nature."""
VISUAL 4 - UNIT 10,"""What is it?""","""It is a waterfall."""
VISUAL 4 - UNIT 10,"""Is there a waterfall near your house?""","""Yes, there is a waterfall near my house."" / ""No, there is no waterfall near my house."""
VISUAL 4 - UNIT 10,"""Do you swim in waterfalls?""","""Yes, I swim in waterfalls."" / ""No, I do not swim in waterfalls."""
VISUAL 4 - UNIT 10,"""Who can you see next to the waterfall?""","""I can see a man next to the waterfall."""
VISUAL 4 - UNIT 10,"""Is it a small or big waterfall?""","""It is a big waterfall."""
VISUAL 4 - UNIT 10,"""Is it a woman or a man near the waterfall?""","""It is a man near the waterfall."""
VISUAL 4 - UNIT 10,"""Is it a good or bad idea to swim here?""","""It is a bad idea to swim here."""
VISUAL 4 - UNIT 10,"""What is this image about?""","""This image is about a waterfall in nature."""
VISUAL 4 - UNIT 10,"""What are they?""","""They are hills."""
VISUAL 4 - UNIT 10,"""Are there hills near your house?""","""Yes, there are hills near my house."" / ""No, there are no hills near my house."""
VISUAL 4 - UNIT 10,"""Do you like walking on hills?""","""Yes, I like walking on hills."" / ""No, I do not like walking on hills."""
VISUAL 4 - UNIT 10,"""What are the names of some hills in your country?""","""Some hills in my country are [insert names]."""
VISUAL 4 - UNIT 10,"""Can you climb a hill?""","""Yes, I can climb a hill."" / ""No, I cannot climb a hill."""
VISUAL 4 - UNIT 10,"""Is it easy or difficult to climb hills?""","""It is easy to climb hills."" / ""It is difficult to climb hills."""
VISUAL 4 - UNIT 10,"""Do you climb hills in the summer?""","""Yes, I climb hills in the summer."" / ""No, I do not climb hills in the summer."""
VISUAL 4 - UNIT 10,"""Where is the fox?""","""The fox is on a hill."""
VISUAL 4 - UNIT 10, , 
VISUAL 4 - UNIT 10,"""What are they?""","""They are mountains."""
VISUAL 4 - UNIT 10,"""Do you like climbing mountains?""","""Yes, I like climbing mountains."" / ""No, I do not like climbing mountains."""
VISUAL 4 - UNIT 10,"""Are there mountains near your house?""","""Yes, there are mountains near my house."" / ""No, there are no mountains near my house."""
VISUAL 4 - UNIT 10,"""Are hills bigger or smaller than mountains?""","""Hills are smaller than mountains."""
VISUAL 4 - UNIT 10,"""Do you visit the mountains in the summer?""","""Yes, I visit the mountains in the summer."" / ""No, I do not visit the mountains in the summer."""
VISUAL 4 - UNIT 10,"""What mountains are in Poland?""","""The Tatra Mountains are in Poland."""
VISUAL 4 - UNIT 10,"""Can you climb a big mountain?""","""Yes, I can climb a big mountain."" / ""No, I cannot climb a big mountain."""
VISUAL 4 - UNIT 10,"""Is there a yeti monster in the mountains?""","""No, there is no yeti monster in the mountains."""
VISUAL 4 - UNIT 10,"""Where were you in the mountains last summer?""","""I was in [insert location] in the mountains last summer."""
VISUAL 4 - UNIT 10,"""Where is she camping?""","""She is camping in the mountains."""
VISUAL 4 - UNIT 10,"""Where is the fog?""","""The fog is in the mountains."""
VISUAL 4 - UNIT 10,"""What is this image about?""","""This image is about a mountain in nature."""
VISUAL 4 - UNIT 10,"""What is it?""","""It is a river."""
VISUAL 4 - UNIT 10,"""Is there a river near your house?""","""Yes, there is a river near my house."" / ""No, there is no river near my house."""
VISUAL 4 - UNIT 10,"""Name a river in your country.""","""The Vistula River is in my country."""
VISUAL 4 - UNIT 10,"""What are the longest rivers in the world?""","""The Nile and the Amazon are the longest rivers in the world."""
VISUAL 4 - UNIT 10,"""What is the longest river in Poland?""","""The Vistula River is the longest river in Poland."""
VISUAL 4 - UNIT 10,"""Where is the River Thames?""","""The River Thames is in London, England."""
VISUAL 4 - UNIT 10,"""Is this a big or small river?""","""This is a big river."""
VISUAL 4 - UNIT 10,"""Where is the dog?""","""The dog is in the river."""
VISUAL 4 - UNIT 10,"""What is this image about?""","""This image is about a river in nature."""
VISUAL 4 - UNIT 10,"""What is it?""","""It is a lake."""
VISUAL 4 - UNIT 10,"""What is the largest lake in the world?""","""The Caspian Sea is the largest lake in the world."""
VISUAL 4 - UNIT 10,"""What lakes are in Poland?""","""The Mazury Lakes are in Poland."""
VISUAL 4 - UNIT 10,"""Do you visit the Mazury Lakes in the summer?""","""Yes, I visit the Mazury Lakes in the summer."" / ""No, I do not visit the Mazury Lakes in the summer."""
VISUAL 4 - UNIT 10,"""Do you visit Morskie Oko in the summer?""","""Yes, I visit Morskie Oko in the summer."" / ""No, I do not visit Morskie Oko in the summer."""
VISUAL 4 - UNIT 10,"""What is this image about?""","""This image is about a lake in nature."""
VISUAL 4 - UNIT 10,"""What is it?""","""It is a pond."""
VISUAL 4 - UNIT 10,"""Is there a pond near your house?""","""Yes, there is a pond near my house."" / ""No, there is no pond near my house."""
VISUAL 4 - UNIT 10,"""Do you swim in ponds?""","""Yes, I swim in ponds."" / ""No, I do not swim in ponds."""
VISUAL 4 - UNIT 10,"""Where is the dog fishing?""","""The dog is fishing in a pond."""
VISUAL 4 - UNIT 10,"""Where is the dam?""","""The dam is in the city."""
VISUAL 4 - UNIT 10,"""Where is the pond?""","""The pond is in the country."""
VISUAL 4 - UNIT 10,"""Where is he fishing?""","""He is fishing in a pond."""
VISUAL 4 - UNIT 10,"""What is this image about?""","""This image is about a pond in nature."""
VISUAL 4 - UNIT 10,"""What is it?""","""It is a dam."""
VISUAL 4 - UNIT 10,"""Is there a dam near your house?""","""Yes, there is a dam near my house."" / ""No, there is no dam near my house."""
VISUAL 4 - UNIT 10,"""Do you swim in dams?""","""Yes, I swim in dams."" / ""No, I do not swim in dams."""
VISUAL 4 - UNIT 10,"""What are the animals building?""","""The animals are building a dam."""
VISUAL 4 - UNIT 10,"""Are dams big or small?""","""Dams are big."""
VISUAL 4 - UNIT 10,"""What can you hear?""","""I can hear lightning."""
VISUAL 4 - UNIT 10,Corrected Question,Corrected Answer
VISUAL 4 - UNIT 11,"""What is he doing?""","""He is getting up."""
VISUAL 4 - UNIT 11,"""What time do you get up?""","""I get up at [insert time]."""
VISUAL 4 - UNIT 11,"""Do you get up in the morning, afternoon, evening, or at night?""","""I get up in the morning."""
VISUAL 4 - UNIT 11,"""Do you like getting up in the morning?""","""Yes, I like getting up in the morning."" / ""No, I do not like getting up in the morning."""
VISUAL 4 - UNIT 11,"""What is this image about?""","""This image is about getting up as part of a daily routine."""
VISUAL 4 - UNIT 11,"""Do you get up early or late on the weekend?""","""I get up early on the weekend."" / ""I get up late on the weekend."""
VISUAL 4 - UNIT 11,"""Who is getting up?""","""Grandma is getting up."""
VISUAL 4 - UNIT 11,"""Who is getting up?""","""A baby is getting up."""
VISUAL 4 - UNIT 11,"""Who is getting up?""","""A fox is getting up."""
VISUAL 4 - UNIT 11,"""What is she doing?""","""She is brushing her teeth."""
VISUAL 4 - UNIT 11,"""When do you brush your teeth?""","""I brush my teeth in the morning, afternoon, evening, or at night."""
VISUAL 4 - UNIT 11,"""Do you brush your teeth every morning?""","""Yes, I brush my teeth every morning."" / ""No, I do not brush my teeth every morning."""
VISUAL 4 - UNIT 11,"""Do you brush your teeth every night?""","""Yes, I brush my teeth every night."" / ""No, I do not brush my teeth every night."""
VISUAL 4 - UNIT 11,"""What is this image about?""","""This image is about brushing teeth as part of a daily routine."""
VISUAL 4 - UNIT 11,"""What kind of toothbrush do you have?""","""I have a manual toothbrush."" / ""I have an electric toothbrush."""
VISUAL 4 - UNIT 11,"""What color is your toothbrush?""","""My toothbrush is [insert color]."""
VISUAL 4 - UNIT 11,"""Do you have an electric toothbrush?""","""Yes, I have an electric toothbrush."" / ""No, I do not have an electric toothbrush."""
VISUAL 4 - UNIT 11,"""Do you brush your teeth before or after breakfast?""","""I brush my teeth before breakfast."" / ""I brush my teeth after breakfast."""
VISUAL 4 - UNIT 11,"""What is he doing?""","""He is dressing up."""
VISUAL 4 - UNIT 11,"""What time do you dress up?""","""I dress up at [insert time]."""
